unique_id,q0.05,q0.1,q0.25,q0.5,q0.75,q0.9,q0.95,reconciled_median,bottomup_median,level,spend,roas_q0.05,roas_q0.1,roas_q0.25,roas_q0.5,roas_q0.75,roas_q0.9,roas_q0.95,roas_reconciled_median,horizon_days,max_abs_coherence_error
total/google/SHOPPING/google::22946407106,0.0,0.0,43827.709216464486,96067.27243128605,193322.14294009662,248896.18381986802,261087.14957318973,96067.27243128605,96067.27243128578,campaign,21176.035714285736,0.0,0.0,2.069684326556813,4.5366032494211055,9.12928867085722,11.753672272660467,12.32936858890239,4.5366032494211055,60,0.0
total/google/VIDEO/google::21956274883,0.0,0.0,60.689232667539216,299.5853442454085,1625.696026504284,2005.3780520724727,2073.252212019523,299.5853442454085,299.5853442454089,campaign,65.7771942857144,0.0,0.0,0.9226485459979524,4.554547324474023,24.71519261589051,30.487436775758066,31.51931660408014,4.554547324474023,60,0.0
total/google/VIDEO/google::22719291493,0.0,0.0,0.0,1740.487018420477,4684.710560425556,4724.98267692282,4801.659230671836,1740.487018420477,1740.4870184204835,campaign,2405.5370228571433,0.0,0.0,0.0,0.7235336649914611,1.9474697399840288,1.9642111645036282,1.9960861899222535,0.7235336649914611,60,0.0
total/meta/brand/meta::120228073930760533,4832.228021171847,4885.026443576981,5371.712163896512,5658.252332669382,7248.499041986405,7459.857381991439,7574.319024737246,5658.252332669382,5658.25233266938,campaign,5083.928571428572,0.9504909349688213,0.9608762937840216,1.056606537331242,1.112968495361733,1.4257672860949726,1.4673411078030227,1.489855515930052,1.112968495361733,60,0.0
total/meta/prospecting/meta::120214631839140533,0.0,0.0,0.0,8178.065113724087,11819.922476845117,14730.447095901807,15697.55674805999,8178.065113724087,8178.065113724092,campaign,559.992855,0.0,0.0,0.0,14.603874032864379,21.107273729135557,26.304705433968095,28.031708990394154,14.603874032864379,60,0.0
total/meta/prospecting/meta::120214873996970533,2479.5940023614203,3336.259763524835,5922.104856693466,26326.914293482423,42790.972640486696,67344.37427216924,70099.17052874928,26326.914293482423,26326.914293482423,campaign,5147.099997857143,0.4817458381212203,0.6481824260095582,1.1505711680672566,5.114902431358033,8.313608179033158,13.083945192478534,13.619158469416409,5.114902431358033,60,0.0
total/meta/prospecting/meta::120216797384630533,1324.7236845135185,1699.4721085873116,2515.1351203737986,7139.801331171085,8565.224455440602,9350.000958475333,10155.038288514133,7139.801331171085,7139.801331171082,campaign,1079.0785714285714,1.2276433983484096,1.574928975132379,2.3308174093792444,6.616572249895426,7.937535488357688,8.664800882939456,9.410842321769094,6.616572249895426,60,0.0
total/meta/prospecting/meta::120216797418540533,2076.8773147568327,2343.731276416788,3444.4242372391045,8188.384941652675,10030.917362880286,11083.78448425592,11650.925121098733,8188.384941652675,8188.384941652679,campaign,1152.9214264285715,1.801404039467302,2.0328629711367348,2.987561995364219,7.102292275908171,8.700434507452313,9.613651225643702,10.105567347455796,7.102292275908171,60,0.0
total/meta/remarketing/meta::120214632085450533,1589.6576304306345,2094.8307216723842,4935.062330592449,10970.737374788807,13957.939383219742,16451.060035627295,21719.409723820823,10970.737374788807,10970.737374788789,campaign,713.7000021428572,2.2273471005432923,2.9351698408052886,6.914757343106503,15.371637020946594,19.557151942428973,23.050385296670324,30.432127866903627,15.371637020946594,60,0.0
total/meta/remarketing/meta::120214824667330533,3130.5806714676073,6232.602001778512,10903.149985694305,32692.977816369676,51992.19483672494,83432.68523872244,87332.03480024412,32692.977816369676,32692.977816369686,campaign,1322.142857142857,2.3678081793920316,4.714015560502387,8.24657481359915,24.727265771430332,39.324188423238745,63.10413794392837,66.05340287430674,24.727265771430332,60,0.0
total/meta/remarketing/meta::120215116515630533,4954.902926645463,5757.855580172539,6830.219345261221,8940.893896092975,12327.72210179573,13958.511670093456,15776.100723456893,8940.893896092975,8940.893896092968,campaign,561.5785671428571,8.823169573323495,10.252983139058845,12.162535653757805,15.921002721990542,21.951909889502147,24.855848294051118,28.092419558889063,15.921002721990542,60,0.0
total/meta/remarketing/meta::120231960742960533,18116.71926566158,18976.11880872389,22425.34357454995,24217.04123384267,25977.043575488933,28387.62583781174,29672.87019221042,24217.04123384267,24217.04123384267,campaign,5050.907149285714,3.5868248475372586,3.756972410670318,4.439864545465121,4.794592440145604,5.143045161533515,5.62030245236764,5.874760575712955,4.794592440145604,60,0.0
total,907722.4065459917,915011.6639813018,971121.7111436395,983425.1879761686,1321440.928792391,1421010.2196711437,1446890.9503281964,983425.1879761686,983425.1879761689,total,200134.19032392855,4.535568885440271,4.571990735317656,4.852352861706557,4.913828998355749,6.602774501715893,7.100287149193039,7.229604037102912,4.913828998355749,90,0.0
total/bing,17127.843489802028,17577.939893133713,18818.156155167897,18818.156155167897,31985.261416779722,33109.8822022648,36937.14119523977,18818.156155167897,18818.156155167868,channel,3161.9892857142854,5.416793651763716,5.559139612695715,5.95136619854704,5.95136619854704,10.115550220643563,10.471218973401854,11.68161491315609,5.95136619854704,90,0.0
total/google,738043.4517324566,763037.6818112241,800111.0468108015,818714.2565773331,1018308.2397267233,1081312.6218340928,1105329.728549127,818714.2565773331,818714.2565773336,channel,181167.4296225,4.073819743815561,4.2117817943389255,4.416417721871968,4.51910289991581,5.620812978627451,5.968581792473583,6.10115036048318,4.51910289991581,90,0.0
total/meta,107096.97197506152,111877.07835061604,145892.7752436676,145892.7752436676,293267.2532502468,312347.4995325305,317379.37238733895,145892.7752436676,145892.7752436676,channel,15804.771415714287,6.776243019154183,7.078690061874572,9.23093231823714,9.23093231823714,18.555614980844236,19.762860930843406,20.081237750251585,9.23093231823714,90,0.0
total/bing/Search,5375.999692895035,5825.958403357457,14060.092161366756,18818.156155167897,21778.12582268346,67547.28110468906,69746.28084315997,18818.156155167897,18818.156155167868,campaign_type,3161.9892857142854,1.700195417227864,1.8424978318803469,4.446597028297841,5.95136619854704,6.887476159731464,21.362273872926895,22.05772206701341,5.95136619854704,90,0.0
total/google/PERFORMANCE_MAX,404918.6119288791,456429.6112893254,502805.69493379036,583270.7315075104,707101.6556631539,1110941.0840356394,1356450.9621209698,583270.7315075104,583270.7315075108,campaign_type,128486.96094535715,3.1514373828258155,3.5523418713548334,3.9132818710501156,4.539532472525079,5.50329504613211,8.646333261069968,10.557109858780459,4.539532472525079,90,0.0
total/google/SEARCH,149612.17468296766,164999.16470974006,190275.67545123323,235443.52506982267,272252.2609070197,434825.201827909,441636.95787524653,235443.52506982267,235443.52506982285,campaign_type,52680.46867714286,2.839993235441388,3.1320747300285565,3.6118827381235987,4.469275444619906,5.167992383961938,8.254011643153282,8.38331489763046,4.469275444619906,90,0.0
total/meta/prospecting,32302.3663581961,35776.26053650268,59088.19417673286,78422.56785471956,117574.97465184797,128595.40548764465,131092.06672938087,78422.56785471956,78422.56785471956,campaign_type,11908.63927607143,2.7125153100491266,3.0042274106320064,4.961792259125814,6.585350856356661,9.873082215874714,10.798496999236281,11.008148260296213,6.585350856356661,90,0.0
total/meta/remarketing,10669.952209949326,13236.198204183049,42461.79814712134,67470.20738894804,111350.02727258917,121919.18614674776,122934.94486450584,67470.20738894804,67470.20738894802,campaign_type,3896.132139642857,2.738601214620867,3.3972662450294506,10.898449186329097,17.317227694215926,28.579633154535713,31.292364267173856,31.55307378146954,17.317227694215926,90,0.0
total/bing/Search/bing::566560838,13035.319175628607,13167.701658941656,14321.06256990257,18034.18935816302,26763.93434209595,75584.08502680167,77783.0847652726,18034.18935816302,18034.189358162992,campaign,3161.9892857142854,4.122505801813292,4.164372636691938,4.5291306439918815,5.70343152003728,8.464271040706592,23.903966205162966,24.599414399249486,5.70343152003728,90,0.0
total/bing/Search/bing::569378946,0.0,0.0,0.0,783.9667970048756,2587.322448596022,5180.772055356647,5568.290280248239,783.9667970048756,783.9667970048745,campaign,0.0,,,,,,,,,90,0.0
total/google/PERFORMANCE_MAX/google::18253990962,0.0,3612.649334542377,16064.600199248833,21717.41260917871,29363.358342507778,136222.50207144255,145290.22706204196,21717.41260917871,21717.412609178897,campaign,3040.8238478571425,0.0,1.1880495271333122,5.282976260058438,7.14195023972957,9.656382550143451,44.797893231282714,47.7798893758438,7.14195023972957,90,0.0
total/google/PERFORMANCE_MAX/google::18259733009,0.0,0.0,0.0,1331.368292886148,2718.0886268209892,3188.7502050151006,3597.622233895718,1331.368292886148,1331.3682928861533,campaign,215.3244117857143,0.0,0.0,0.0,6.183081062871283,12.62322559843315,14.80905104335531,16.70791622770569,6.183081062871283,90,0.0
total/google/PERFORMANCE_MAX/google::21263646438,0.0,0.0,2881.2129025047216,9059.632173513395,10878.164822035847,20547.1875154444,28197.16188460982,9059.632173513395,9059.632173513397,campaign,1922.5925935714288,0.0,0.0,1.4986081357738663,4.712195502992199,5.658070700162456,10.687229101031603,14.666217886666498,4.712195502992199,90,0.0
total/google/PERFORMANCE_MAX/google::21269832716,0.0,0.0,0.0,3331.8004296850086,16915.654403135886,22130.774842477873,31200.13848400476,3331.8004296850086,3331.8004296850445,campaign,499.2184510714286,0.0,0.0,0.0,6.674033026091601,33.88427324116588,44.33084313085892,62.49796740693909,6.674033026091601,90,0.0
total/google/PERFORMANCE_MAX/google::21551974931,79269.23647501608,79888.4966160687,80794.58609849957,81681.87272010873,84288.55989498283,87624.97078342093,89741.34811633322,81681.87272010873,81681.87272010873,campaign,23284.194730714287,3.404422501691745,3.4310182310358117,3.469932588732522,3.508039408911222,3.61999033549558,3.763281135414764,3.854174436960665,3.508039408911222,90,0.0
total/google/PERFORMANCE_MAX/google::21555598453,4307.9017931209855,6681.697312190921,11436.08822197446,19667.41837088134,24621.978407239585,29172.710713118373,31248.65644290979,19667.41837088134,19667.418370881347,campaign,3424.494587142857,1.2579671783669477,1.9511484518845834,3.3394966559184662,5.74315942700624,7.1899597971864,8.518836859210195,9.125041855879042,5.74315942700624,90,0.0
total/google/PERFORMANCE_MAX/google::21560212684,23620.107818423785,24072.166091794872,25405.157222411475,30190.31931435829,34153.560378866925,35377.14813878696,39659.03154325509,30190.31931435829,30190.31931435829,campaign,7272.931654285714,3.247673557403112,3.3098298232473953,3.4931109530557736,4.151052250926635,4.695982583411365,4.864221172481429,5.452963595482882,4.151052250926635,90,0.0
total/google/PERFORMANCE_MAX/google::21560247115,0.0,0.0,718.2272833511506,2695.798731218012,15719.885694122622,17376.879576760788,17745.20075842721,2695.798731218012,2695.7987312180107,campaign,487.3294285714286,0.0,0.0,1.4738024039643627,5.531779066001726,32.25720584985878,35.65735733977706,36.413152414057976,5.531779066001726,90,0.0
total/google/PERFORMANCE_MAX/google::21638781593,2204.4843933292877,2543.9428414247227,5596.422674991267,6638.287549368185,25781.820064784657,31003.5070308327,31578.404311573857,6638.287549368185,6638.287549368194,campaign,1261.3713300000002,1.7476886788994066,2.0168072485242887,4.436776500216844,5.262754425667962,20.439516462439855,24.579207005468167,25.03497864627528,5.262754425667962,90,0.0
total/google/PERFORMANCE_MAX/google::21663737223,5212.637567955426,9768.664252485994,16498.86587819692,22261.317179618112,23482.71077336239,43512.068613589,50141.25983137197,22261.317179618112,22261.3171796181,campaign,6128.972656071429,0.8504912422462398,1.59385019327979,2.6919464001610383,3.632144966019028,3.8314269113438044,7.099406549070741,8.18102195017977,3.632144966019028,90,0.0
total/google/PERFORMANCE_MAX/google::21776623830,0.0,976.7509574570067,5125.12271069859,8209.494538940144,26030.382027690102,28281.850656474897,28978.51424977126,8209.494538940144,8209.494538940155,campaign,1815.3748832142858,0.0,0.5380436660705478,2.8231759500958256,4.522203438445997,14.338846630730592,15.579069049583476,15.96282647607318,4.522203438445997,90,0.0
total/google/PERFORMANCE_MAX/google::21777702230,24541.885392050855,26376.45253484585,27082.18522650453,27759.25106264142,29623.876197967013,30719.79126366575,30957.32260885552,27759.25106264142,27759.251062641415,campaign,7222.695766071429,3.3978844169702147,3.6518847517777338,3.749595179368199,3.843336610277888,4.101498548107896,4.253230685414135,4.28611748459313,3.843336610277888,90,0.0
total/google/PERFORMANCE_MAX/google::21783084650,0.0,0.0,5760.536083396128,8852.018770637564,24828.464496622102,27176.145316282244,28178.491065161114,8852.018770637564,8852.018770637567,campaign,1914.480498214286,0.0,0.0,3.0089291004892527,4.623718433744403,12.968773784732006,14.195049435933425,14.718609613127082,4.623718433744403,90,0.0
total/google/PERFORMANCE_MAX/google::21784340082,1997.1523784741494,6466.270137221236,10493.80987974094,13298.595595899254,14275.390039206566,19118.379358984024,29011.299394326634,13298.595595899254,13298.595595899229,campaign,1813.5288964285717,1.1012520298999326,3.565573258830022,5.786403459248246,7.332993492460206,7.871608810490669,10.542086975638675,15.997153092768094,7.332993492460206,90,0.0
total/google/PERFORMANCE_MAX/google::21784340304,0.0,0.0,0.0,10766.77505695675,31051.457483771705,265109.3710640368,281398.6180869189,10766.77505695675,10766.775056956803,campaign,855.0400178571429,0.0,0.0,0.0,12.592129996371265,36.315794390058215,310.0549278716103,329.1057871094099,12.592129996371265,90,0.0
total/google/PERFORMANCE_MAX/google::21794370952,56169.81387180861,56488.670686847305,58474.56802350665,60733.15735317476,62127.68570239543,63352.62129300358,63762.45998485171,60733.15735317476,60733.157353174756,campaign,16634.603577857142,3.376684849080387,3.3958531336473325,3.5152366420889063,3.6510132068322103,3.7348461844378185,3.8084839831911776,3.8331217023847795,3.6510132068322103,90,0.0
total/google/PERFORMANCE_MAX/google::21802413975,6738.164357942102,9556.17647167068,13937.188895229981,16184.12365579505,17282.309918152583,18791.045298085504,24157.163845614057,16184.12365579505,16184.12365579503,campaign,2151.096200357143,3.132432829746701,4.442468202995331,6.479109996529218,7.5236633550410374,8.034187367019303,8.735567147097214,11.230164342070466,7.5236633550410374,90,0.0
total/google/PERFORMANCE_MAX/google::21802413978,21076.69268537688,21580.308901819753,22159.088894576562,22757.212152524746,24148.109465750997,27868.597384141874,28890.018986770774,22757.212152524746,22757.212152524746,campaign,5886.081016071429,3.580768363165375,3.6663288940292547,3.7646591737478823,3.866275725799249,4.102578506788591,4.734660856357415,4.908192549149273,3.866275725799249,90,0.0
total/google/PERFORMANCE_MAX/google::21808837082,31311.507621329783,34873.036445203885,39653.6049860293,53804.65530423535,66727.00860245091,137236.25842245365,222707.9415709556,53804.65530423535,53804.655304235486,campaign,8331.690191785714,3.7581219297136217,4.185589675380094,4.75937103675844,6.4578319723507995,8.008820187317772,16.47159883090181,26.73022357342635,6.4578319723507995,90,0.0
total/google/PERFORMANCE_MAX/google::21812740018,0.0,0.0,797.1635523156338,8175.869344469879,20979.902389333187,50046.86210260454,56299.228582655276,8175.869344469879,8175.869344469875,campaign,740.5666264285713,0.0,0.0,1.0764238136952033,11.040018619119413,28.329527203392992,67.57914860943525,76.02182784574268,11.040018619119413,90,0.0
total/google/PERFORMANCE_MAX/google::22094147466,0.0,0.0,7132.988574250861,10681.652455940848,17192.53608804082,18775.339781484654,19021.125394929622,10681.652455940848,10681.652455940846,campaign,905.1416035714285,0.0,0.0,7.880522280830027,11.801084398058954,18.99430544370518,20.742986188462183,21.01453001373236,11.801084398058954,90,0.0
total/google/PERFORMANCE_MAX/google::22104151159,5198.458297259818,6029.648056768598,7802.629574749513,11644.561446123807,19638.865569592253,23784.134959211104,24842.641296822094,11644.561446123807,11644.561446123807,campaign,771.9549942857143,6.734146855374545,7.81088029924309,10.107622377609259,15.08450820620502,25.44042815315158,30.810261136037383,32.18146327275058,15.08450820620502,90,0.0
total/google/PERFORMANCE_MAX/google::22211017645,8971.30271715055,9050.999460689876,9309.00339027388,9747.44533737963,11087.294549739427,12507.070181012261,12702.201568149998,9747.44533737963,9747.445337379626,campaign,1938.052706785714,4.629029275488371,4.670151347793363,4.80327668988579,5.029504772110092,5.720842632875476,6.453421074267584,6.554105326277099,5.029504772110092,90,0.0
total/google/PERFORMANCE_MAX/google::22211017651,1922.2337484315908,1924.570002783386,2055.0426379891455,2326.147039469148,2596.9880300108803,2711.7811817754437,2723.3347330771776,2326.147039469148,2326.147039469148,campaign,551.8204939285714,3.4834403027452767,3.4876740243585544,3.7241143824845944,4.215405308542688,4.706218885641893,4.914245142418472,4.935182297578261,4.215405308542688,90,0.0
total/google/PERFORMANCE_MAX/google::22211017654,17877.8507034517,18165.796967778922,18973.570251175282,19574.99637413589,20058.813392926004,20343.7517023315,20476.980148031504,19574.99637413589,19574.996374135884,campaign,5999.676717857143,2.9798023367227344,3.027795966691195,3.1624321015002828,3.2626751897937827,3.343315704531869,3.3908079816669723,3.413013919080811,3.2626751897937827,90,0.0
total/google/PERFORMANCE_MAX/google::22227081821,2603.2339162190633,2669.5159556957487,2936.8519048436283,3352.559287810159,3674.961739823618,3984.7932923325325,4110.5009875858495,3352.559287810159,3352.5592878101584,campaign,755.7487360714285,3.4445759443162633,3.5322797489183535,3.88601629704354,4.4360766056157805,4.862676660138382,5.272643012340963,5.4389783156678035,4.4360766056157805,90,0.0
total/google/PERFORMANCE_MAX/google::22496284541,18381.114784787154,18755.491153188832,19361.571956786625,19851.367820352152,20600.904404983805,22837.39121835181,23104.27678663923,19851.367820352152,19851.36782035215,campaign,4699.315488214285,3.911445152147442,3.991111301258009,4.1200834473328625,4.224310512911651,4.383809611559414,4.859727182741224,4.916519617502576,4.224310512911651,90,0.0
total/google/PERFORMANCE_MAX/google::22496284928,30463.74258606639,30769.680039352148,31483.079000773174,32498.454946352304,32764.755489602598,32944.19033967088,33047.74385748527,32498.454946352304,32498.454946352307,campaign,9664.1216775,3.1522515550473718,3.1839085916095295,3.2577279189346355,3.362794471225997,3.3903500579763475,3.4089171720976483,3.419632426030707,3.362794471225997,90,0.0
total/google/PERFORMANCE_MAX/google::22635965025,0.0,1073.4001430596838,6701.921792179642,10699.624916491688,12801.194974971508,16438.787971366477,21402.693234038466,10699.624916491688,10699.624916491686,campaign,1165.9634357142857,0.0,0.9206121823212267,5.747969093107924,9.176638468029614,10.979070683403819,14.098888067871394,18.356230202816672,9.176638468029614,90,0.0
total/google/PERFORMANCE_MAX/google::22645714681,6273.042626052141,18406.9445487414,29188.978660740348,33777.54167736394,36395.13023554277,42566.20269240147,46548.431160128384,33777.54167736394,33777.54167736392,campaign,7132.753726071427,0.8794699588635878,2.580622471439171,4.092245405031954,4.735554173684881,5.1025356591960245,5.967709572926199,6.5260112640628485,4.735554173684881,90,0.0
total/google/SEARCH/google::21567626631,37210.58898716615,39637.15413807935,44216.56767020287,50930.35699228532,54641.823815555945,56014.85932236706,57207.639686118375,50930.35699228532,50930.35699228532,campaign,10403.134032857144,3.5768633634480373,3.810116644935055,4.250312216544529,4.895674402677831,5.252438701931149,5.384421573869023,5.499077441993383,4.895674402677831,90,0.0
total/google/SEARCH/google::21577977814,31360.283059504705,33865.76610919641,40398.311340634944,41975.62826141537,43692.03609961101,70719.43152912933,76062.66558456671,41975.62826141537,41975.628261415426,campaign,9087.451521428571,3.4509436430616343,3.7266516392785802,4.445505018142229,4.61907589409805,4.807952592273362,7.782097253819743,8.370076627667055,4.61907589409805,90,0.0
total/google/SEARCH/google::21587818996,7155.611415499279,8098.602211421804,10326.436242113054,12601.779652971734,14734.050153210253,22445.485846688567,23780.34447890034,12601.779652971734,12601.779652971747,campaign,2097.293650714286,3.4118309627563392,3.8614536446356102,4.923695944340521,6.008590951810627,7.025268086894844,10.702118818241878,11.338586025281366,6.008590951810627,90,0.0
total/google/SEARCH/google::21697189844,0.0,0.0,0.0,149.17957968060864,1073.1217105285145,1630.1539218483613,2032.243528884038,149.17957968060864,149.1795796806104,campaign,16.84285714285714,0.0,0.0,0.0,8.857142135405093,63.71375719846991,96.78606830312579,120.65907296173253,8.857142135405093,90,0.0
total/google/SEARCH/google::21700991485,0.0,0.0,0.0,196.53631265319697,620.0216028412365,939.2396935774732,1022.7605025699861,196.53631265319697,196.53631265319584,campaign,37.786162499999996,0.0,0.0,0.0,5.201277389658105,16.40869466014805,24.85671027264209,27.067064631662085,5.201277389658105,90,0.0
total/google/SEARCH/google::21885723757,53433.34356482716,53613.0752357871,55074.64710599043,55589.50160096017,55691.16594739984,55723.96779797068,55723.96779797068,55589.50160096017,55589.50160096017,campaign,16135.094918571429,3.311622511952229,3.3227616885029088,3.4133450955159694,3.445254080096974,3.4515549011924023,3.4535878517722645,3.4535878517722645,3.445254080096974,90,0.0
total/google/SEARCH/google::9988712287,2052.6377400437486,10441.572220693546,25576.09869204781,74000.54266985627,104643.55300933734,221815.06910966575,241486.25855984818,74000.54266985627,74000.54266985635,campaign,14902.865533928569,0.1377344333793133,0.7006419132563311,1.7161866376516686,4.965524415514797,7.021706850343706,14.884054922502727,16.20401512783358,4.965524415514797,90,0.0
total/meta/prospecting/meta::120214631839140533,3894.16958517284,4190.137962269428,5402.756320376249,11135.610209147157,19006.47502997898,24073.40525318587,27640.982832703667,11135.610209147157,11135.610209147153,campaign,839.9892825,4.635975322902814,4.988323124550614,6.431934826949711,13.256847963589532,22.627044684917134,28.65918143805111,32.90635179348692,13.256847963589532,90,0.0
total/meta/prospecting/meta::120214873996970533,665.8788153120695,3372.6631494938993,20425.92895249338,41275.273447892694,70390.4469525782,76074.61960536218,76920.23020323979,41275.273447892694,41275.273447892694,campaign,7720.649996785714,0.08624647090455989,0.4368366848514072,2.645622967107325,5.346087889630607,9.117165909849996,9.853395716297696,9.96292154614747,5.346087889630607,90,0.0
total/meta/prospecting/meta::120216797384630533,10039.86352452587,10240.716323181161,10674.341769441226,11594.791489085075,12737.273755826343,12930.856758488588,13042.964263606955,11594.791489085075,11594.79148908507,campaign,1618.617857142857,6.202738639154755,6.326827717851706,6.5947263106829315,7.163390319659457,7.869228489984569,7.988826208376205,8.058087463973777,7.163390319659457,90,0.0
total/meta/prospecting/meta::120216797418540533,13172.878413034401,13762.504667755622,14006.554298883268,14416.89270859464,14945.326487343733,15216.545376374255,15324.69004959814,14416.89270859464,14416.89270859464,campaign,1729.382139642857,7.617100992933115,7.958047184758009,8.099166735800699,8.336441309363783,8.642003490581997,8.798833425859652,8.861367131247762,8.336441309363783,90,0.0
total/meta/remarketing/meta::120214632085450533,688.0309789738003,1549.9126394394661,5839.186505987163,13721.266601425183,17303.720025970786,19649.009690076346,23942.70135756358,13721.266601425183,13721.26660142517,campaign,1070.5500032142857,0.6426892502993914,1.447772299085435,5.454379980809143,12.817025417054413,16.163392624367873,18.35412603902755,22.364860385480856,12.817025417054413,90,0.0
total/meta/remarketing/meta::120214824667330533,0.0,0.0,18908.548898978803,43182.72207473054,75270.82284465716,83883.30983329883,84908.07489287946,43182.72207473054,43182.72207473055,campaign,1983.2142857142856,0.0,0.0,9.534294420518757,21.774108015351256,37.953953532332086,42.296644612504366,42.81336389340222,21.774108015351256,90,0.0
total/meta/remarketing/meta::120215116515630533,5052.841739881163,7410.953058864652,9295.493763229326,10566.21871279231,13745.753766035476,15256.8726970067,15381.044572063332,10566.21871279231,10566.218712792312,campaign,842.3678507142857,5.998379135192074,8.79776341485556,11.034957893214008,12.54347338141251,16.317994275754664,18.111888629260527,18.259296765683754,12.54347338141251,90,0.0
